0,,,,,,,,
0.481,,,,,,,,
0.859,,,,,,,,
1.1,,,,,,,,
1.437,,,,,,,,
1.35,,,,,,,,
1.784,,,,,,,,
1.964,,,,,,,,
2.292,,,,,,,,
0.254,,,,,,,,
0.508,,,,,,,,
0.667,,,,,,,,
0.974,,,,,,,,
0.902,,,,,,,,
1.147,,,,,,,,
1.39,,,,,,,,
1.508,,,,,,,,
0.097,,,,,,,,
0.205,,,,,,,,
0.308,,,,,,,,
0.377,,,,,,,,
0.44,,,,,,,,
0.5,,,,,,,,
0.548,,,,,,,,
0.767,,,,,,,,
0,,,,,,,,
